sequence,investigation_ID,pair_label,paired,start_frame,end_frame,duration,mean_speed,mean_acc,mean_rotation,mean_rotation_speed
task1/train/mouse001_task1_annotator1,49,49_0,0,16396,16418,23,13.011780375087175,5.373486798506975,2.8838375697562526,0.05825191065846277
task1/train/mouse001_task1_annotator1,50,50_0,0,16786,16810,25,10.182750773473362,4.520851970324127,3.0214693766564342,0.051117116499563124
task1/train/mouse001_task1_annotator1,51,51_0,0,17409,17439,31,9.703991020845013,6.240759783443282,2.9292771729324545,0.06440927315687883
task1/train/mouse001_task1_annotator1,52,52_0,0,18225,18298,74,7.642699112318627,5.44625729438138,2.8000832613834215,0.062130618064701534
task1/train/mouse001_task1_annotator1,53,53_0,0,18312,18345,34,11.824306106812653,5.300476547567172,3.0384479723445867,0.052345816858846456
task1/train/mouse001_task1_annotator1,54,54_0,0,19372,19380,9,2.7847809637260785,1.9763518149169874,2.4314899595403086,0.06913388966754382
task1/train/mouse001_task1_annotator1,55,55_0,0,19554,19564,11,5.43999530762538,2.5362494346721975,2.4774491238735004,0.030379146535663173
task1/train/mouse001_task1_annotator1,56,56_0,0,20163,20178,16,8.501226763518368,4.396725622352731,2.929545154723015,0.0516976726148633
task1/train/mouse001_task1_annotator1,57,57_0,0,20974,21019,46,10.898980828675745,5.494476115643858,2.932185406124355,0.046527310733809425
task1/train/mouse002_task1_annotator1,0,0_0,0,63,127,65,4.553353877963442,4.493423863449705,2.8917631946114835,0.052638323678860094
task1/train/mouse002_task1_annotator1,1,1_0,0,176,278,103,1.744050843811211,1.8270105129515277,2.9694473350318025,0.023031949566093498
task1/train/mouse002_task1_annotator1,2,2_0,0,422,657,236,5.473165356926293,8.582567276330982,2.649332582148861,0.1585834237035975
task1/train/mouse002_task1_annotator1,3,3_0,0,732,757,26,4.132673550128254,2.3610369433388185,3.0245478929304364,0.023867006710774873
task1/train/mouse002_task1_annotator1,4,4_0,0,1087,1101,15,8.971627443286634,6.213272477119438,2.9752181729934435,0.04412501727667113
task1/train/mouse002_task1_annotator1,5,5_0,0,1112,1183,72,2.376575423879631,2.021851965759956,2.8582891686771146,0.02644758556236699
task1/train/mouse002_task1_annotator1,6,6_0,0,1317,1343,27,4.039773762397879,2.6297433416189344,2.786122320424362,0.02689045298136153
task1/train/mouse002_task1_annotator1,7,7_0,0,1584,1618,35,2.176900968412345,1.9591782333454204,2.978409338149252,0.02363883156782218
task1/train/mouse002_task1_annotator1,8,8_0,1,1800,2105,306,2.4766629702694276,2.1939170734983926,3.057204226978135,0.02285938730883216
task1/train/mouse002_task1_annotator1,9,9_0,0,2258,2274,17,5.896411548657715,4.572375476002294,2.8924824866414984,0.060051776984880144
task1/train/mouse002_task1_annotator1,10,10_0,0,2322,2370,49,8.307388449766936,4.6261269466915955,2.887487271429641,0.033220034844762505
task1/train/mouse002_task1_annotator1,11,11_0,0,2464,2469,6,5.595575466418356,2.2958631948923687,2.941537627653521,0.07580069683432937
task1/train/mouse002_task1_annotator1,12,12_0,0,2509,2539,31,9.69851126149595,5.048031021621843,2.8876427985951585,0.043899292322575556
task1/train/mouse002_task1_annotator1,13,13_0,0,2663,2673,11,3.473459064598943,2.1889495393719893,2.904696770047185,0.034131593508816914
task1/train/mouse002_task1_annotator1,14,14_0,0,2703,2813,111,4.921751707702918,2.8822865530980044,2.8334598662043633,0.03775312426097546
task1/train/mouse002_task1_annotator1,15,15_0,0,2918,2925,8,3.660443554867504,1.815361070191036,2.8508690051386125,0.051585191590688195
task1/train/mouse002_task1_annotator1,16,16_0,0,2950,2960,11,4.068979531087067,2.773656982673156,2.6902998434740013,0.06543624052906019
task1/train/mouse002_task1_annotator1,17,17_0,0,3064,3068,5,6.778246609564336,3.5736404473089913,2.89581373267916,0.04330816172432232
task1/train/mouse002_task1_annotator1,18,18_0,0,3208,3237,30,5.258775138016679,3.210705726897554,2.6989024933248085,0.032144293556534795
task1/train/mouse002_task1_annotator1,19,19_0,0,3450,3458,9,9.560902480266025,5.925322745347928,2.8964604319577125,0.04683327338355135
task1/train/mouse002_task1_annotator1,20,20_0,0,3565,3596,32,3.887925904172852,2.431380630326377,2.801396311979741,0.02584139395335415
task1/train/mouse002_task1_annotator1,21,21_0,0,3680,3686,7,5.555678823164724,4.313944717103692,2.8077320571410627,0.05935646282390713
task1/train/mouse002_task1_annotator1,22,22_0,0,3712,3740,29,4.437061752846978,3.1604315873724813,2.8524342606937854,0.05557311791358254
task1/train/mouse002_task1_annotator1,23,23_0,0,4183,4385,203,2.4663435790856623,2.505312014229654,2.9467604387355313,0.029826311250365955
task1/train/mouse002_task1_annotator1,24,24_0,0,4455,4468,14,4.714277465257732,3.496760017933706,3.0435744868945847,0.03173759127033409
task1/train/mouse002_task1_annotator1,25,25_0,0,4509,4645,137,3.0431222096650132,3.2746953672185017,2.9976404213661962,0.038584322451214036
task1/train/mouse002_task1_annotator1,26,26_0,0,4694,4707,14,6.370933298388667,3.05897401999088,2.4034171175692967,0.05657096848381915
task1/train/mouse002_task1_annotator1,27,27_0,0,5035,5049,15,5.452855498435826,3.7586396570838434,2.9586085690452952,0.04753609460410827
task1/train/mouse002_task1_annotator1,28,28_0,0,5080,5092,13,5.587149862064695,3.8778627452035415,2.912880815829501,0.06037724691222062
task1/train/mouse002_task1_annotator1,29,29_0,0,5143,5166,24,4.337683011556411,2.892348617464707,2.77994006219971,0.041717192622645914
task1/train/mouse002_task1_annotator1,30,30_0,0,5468,5492,25,5.808520799838163,3.4250467244288467,3.0378856406256975,0.03505671029808395
task1/train/mouse002_task1_annotator1,31,31_0,0,5551,5591,41,4.0982366758699476,2.6294204407425097,2.7545336893196604,0.0415530578775646
task1/train/mouse002_task1_annotator1,32,32_0,0,5601,5679,79,2.73711820587067,2.5434073074912575,2.9185158044781327,0.03480275948645502
task1/train/mouse002_task1_annotator1,33,33_1,1,5712,5897,186,4.714646368031876,4.337129692585174,2.9951482663256113,0.04573855007859322
task1/train/mouse002_task1_annotator1,34,34_2,1,6009,6021,13,5.9818756913386535,4.5239312041631665,2.987757601428198,0.0639108316286018
task1/train/mouse002_task1_annotator1,35,35_3,1,6109,6114,6,17.897678944640983,9.638705002717373,3.0643614348112407,0.046568380773426364
task1/train/mouse002_task1_annotator1,36,36_4,1,6169,6169,1,0.0,0.0,2.8363322354519243,0.0
task1/train/mouse002_task1_annotator1,37,37_5,1,6204,6211,8,5.901101368769499,3.6055046308218626,2.9249340973792837,0.0901748764577533
task1/train/mouse002_task1_annotator1,38,38_8,1,6331,6337,7,18.23956565061656,11.663146544281753,2.826664404456787,0.10191299269180254
task1/train/mouse002_task1_annotator1,39,39_0,0,6412,6427,16,5.242543091689163,3.171984230415245,2.9558725889541995,0.036253522028058954
task1/train/mouse002_task1_annotator1,40,40_9,1,6488,6496,9,10.652171478836989,6.22779857981519,3.032413149514203,0.0836473417988114
task1/train/mouse002_task1_annotator1,41,41_10,1,6584,6592,9,7.619121511673446,5.505685808945003,2.8562046451353207,0.0398279594072292
task1/train/mouse002_task1_annotator1,42,42_11,1,6646,6650,5,19.278216588550297,8.331151456618247,3.015805328943283,0.0664043801823512
task1/train/mouse002_task1_annotator1,43,43_12,1,6695,6701,7,14.710027092758608,8.82431473726679,3.022453881793119,0.07280240962822944
task1/train/mouse002_task1_annotator1,44,44_13,1,6773,6789,17,13.325635352650682,10.200934531168343,3.0297559996336934,0.08789408533281684
task1/train/mouse002_task1_annotator1,45,45_0,0,7164,7173,10,2.957440138665498,2.9042424683092127,2.8151206874291312,0.04926076073849091
task1/train/mouse002_task1_annotator1,46,46_0,0,7220,7229,10,6.108038390592033,3.1817434574834005,2.609211149097279,0.061643618684738485
task1/train/mouse002_task1_annotator1,47,47_0,0,7460,7487,28,5.054396205392194,4.063793142024815,3.0469015763470066,0.0404942393128584
task1/train/mouse002_task1_annotator1,48,48_0,0,7562,7584,23,5.813192810988943,2.5730794336032297,2.765331344800253,0.03783047685241092
task1/train/mouse002_task1_annotator1,49,49_0,0,7979,8189,211,3.770396888401459,3.07910865582863,2.8953677251611505,0.042233707233046085
task1/train/mouse002_task1_annotator1,50,50_0,0,8305,8412,108,5.889751412929846,3.9001659730386518,2.8522292832317437,0.05277058877959245
task1/train/mouse002_task1_annotator1,51,51_0,0,8735,8787,53,6.9707077819861425,3.8885766150171635,2.9795689613486553,0.034447939136131714
task1/train/mouse002_task1_annotator1,52,52_0,0,9140,9282,143,3.801818818245437,2.413157146637583,2.94952151689589,0.02784799459316048
task1/train/mouse002_task1_annotator1,53,53_14,1,9317,9358,42,6.681974430644454,4.934659644088488,2.8700419038756317,0.056941686793303026
task1/train/mouse002_task1_annotator1,54,54_0,0,9564,9572,9,23.074604107883843,30.542479127577742,2.7466623601194917,0.33283263504409155
task1/train/mouse002_task1_annotator1,55,55_15,1,9648,9732,85,9.298869559888596,6.266421160994029,2.840420649505868,0.07129480254014824
task1/train/mouse002_task1_annotator1,56,56_0,0,9831,9850,20,12.794091114586207,6.707313564663141,2.7226409325764496,0.12303090480620575
task1/train/mouse002_task1_annotator1,57,57_16,1,9900,9908,9,18.36567612262302,8.238809017149688,2.8587910297440704,0.053598064261497984
task1/train/mouse002_task1_annotator1,58,58_17,1,9978,9986,9,19.88735855279935,9.201784571475502,3.0681861304032867,0.06942369586628067
task1/train/mouse002_task1_annotator1,59,59_18,1,10082,10087,6,29.178058575131185,8.55997580794131,3.0049142891118215,0.050950862261193906
task1/train/mouse002_task1_annotator1,60,60_19,1,10122,10124,3,19.097126748082662,14.377005939186112,2.711929733213345,0.06110539910391033
task1/train/mouse002_task1_annotator1,61,61_0,0,10172,10190,19,4.3164159143333665,2.3875925338851807,2.9527487735355593,0.03998713819401426
task1/train/mouse002_task1_annotator1,62,62_20,1,10232,10245,14,9.042157815338216,5.9021806453315895,2.92598307541033,0.048114756382281784
task1/train/mouse002_task1_annotator1,63,63_0,0,10291,10314,24,9.020533224439854,4.182066558352244,2.9044549489082843,0.037157037091035426
task1/train/mouse002_task1_annotator1,64,64_21,1,10431,10460,30,6.7767236404516815,3.498496312634399,3.0262958372315283,0.04329787938079483
task1/train/mouse002_task1_annotator1,65,65_22,1,10483,10486,4,18.708588421795827,17.488713940371863,2.8682748279744876,0.11669644178877903
task1/train/mouse002_task1_annotator1,66,66_23,1,10579,10583,5,14.454474827704676,4.848110607923484,2.999781915786727,0.06880581848329434
task1/train/mouse002_task1_annotator1,67,67_24,1,10591,10598,8,10.101182362515921,6.139461935439825,2.794399085839806,0.047362454793929476
task1/train/mouse002_task1_annotator1,68,68_25,1,10630,10650,21,11.678263646602327,4.830463535746164,2.778045726224208,0.06232840481367575
task1/train/mouse002_task1_annotator1,69,69_26,1,10660,10666,7,8.524534471706332,7.555927556380143,2.7931024118597234,0.1368372303930921
task1/train/mouse002_task1_annotator1,70,70_27,1,10722,10741,20,8.608270036016453,4.406946630076422,2.9933639061281596,0.02804955843356227
task1/train/mouse002_task1_annotator1,71,71_28,1,10848,10854,7,25.449340774355242,8.9927291591522,2.9912671002369744,0.06684407625910303
task1/train/mouse002_task1_annotator1,72,72_0,0,10864,10879,16,9.352769083837249,5.859834169068962,2.679121936280048,0.0824248489112708
task1/train/mouse002_task1_annotator1,73,73_29,1,10922,10946,25,8.397397659154343,5.20107041853522,2.841721589811969,0.04007516279867417
task1/train/mouse002_task1_annotator1,74,74_30,1,10981,11021,41,10.62386817717354,5.227643024967956,2.827432809291053,0.07200470557152763
task1/train/mouse002_task1_annotator1,75,75_0,0,11048,11053,6,12.848844134880336,12.687702610934679,2.8285870994027733,0.0766526850938553
task1/train/mouse002_task1_annotator1,76,76_31,1,11111,11121,11,15.674437258635596,7.457943183720946,2.908628874886437,0.1449946765497499
task1/train/mouse002_task1_annotator1,77,77_0,0,11209,11252,44,8.935809647815923,3.8742314333136267,2.7900607866873206,0.0598025928023656
task1/train/mouse002_task1_annotator1,78,78_0,0,11278,11363,86,6.876426511398259,3.141530230346502,2.745255908205746,0.05557019090841783
task1/train/mouse002_task1_annotator1,79,79_0,0,11584,11613,30,11.597150231209996,5.020142375099363,2.9161858833121324,0.057128342534380795
task1/train/mouse002_task1_annotator1,80,80_0,0,11833,11867,35,3.9420813443364726,2.3863710573862025,3.0609669510320634,0.025580446830772794
task1/train/mouse002_task1_annotator1,81,81_0,0,11932,12011,80,2.050027518854285,1.7879884429023463,2.928712132800837,0.02927185034840951
task1/train/mouse002_task1_annotator1,82,82_0,0,12041,12057,17,2.8328170501844787,1.9049222907648986,2.6621334748151355,0.037534174063309556
task1/train/mouse002_task1_annotator1,83,83_0,0,12509,12529,21,4.991546879479821,3.070802602781682,3.06922953568634,0.0339658402696774
task1/train/mouse002_task1_annotator1,84,84_0,0,12564,12596,33,3.3924796597606672,2.6667492444465033,2.8022106480904703,0.03584379157701283
task1/train/mouse002_task1_annotator1,85,85_0,0,12619,12630,12,4.638190268393282,2.527953378461688,2.746013190962067,0.07247176226822287
task1/train/mouse002_task1_annotator1,86,86_0,0,13128,13196,69,4.5412971244528695,2.3789133821624997,2.925120473748425,0.024340251546667576
task1/train/mouse002_task1_annotator1,87,87_0,0,13535,13561,27,6.465807767458199,3.5888584331638045,2.845078770539393,0.04388657221617812
task1/train/mouse002_task1_annotator1,88,88_0,0,13860,13876,17,10.09838189915807,4.63961115232376,3.025217261284065,0.03257539270103244
task1/train/mouse002_task1_annotator1,89,89_0,0,14179,14194,16,5.917522693337909,3.892712275326607,3.045273401133187,0.040679799821288276
task1/train/mouse002_task1_annotator1,90,90_0,0,14238,14257,20,5.077473134920192,2.5687245218383117,2.8057370733941287,0.04627291002426852
task1/train/mouse002_task1_annotator1,91,91_0,0,14754,14769,16,6.211681660475405,4.804473434361309,2.9401509626775093,0.04486870384899677
task1/train/mouse002_task1_annotator1,92,92_0,0,14943,14962,20,4.201402075667754,2.8528938747255825,2.932895219033154,0.03827571219095758
task1/train/mouse002_task1_annotator1,93,93_0,0,15162,15173,12,6.240075220646616,4.923943440892498,2.706704659562082,0.06913293898345403
task1/train/mouse002_task1_annotator1,94,94_0,0,15224,15266,43,4.5577661884254885,3.103130898864657,3.0230851125483227,0.02406107905895137
task1/train/mouse002_task1_annotator1,95,95_0,0,15315,15347,33,4.025786030138974,2.8885176083437285,2.9796948539910146,0.03529955784762745
task1/train/mouse002_task1_annotator1,96,96_0,0,15373,15382,10,8.11019061331681,4.204457591752463,2.893836301330991,0.04968691490470789
task1/train/mouse002_task1_annotator1,97,97_0,0,15811,15823,13,6.97351951370623,5.097094693082267,2.8898325120266284,0.038136367198907214
task1/train/mouse002_task1_annotator1,98,98_0,0,15870,15896,27,6.638827223237716,3.1047677513675063,2.7062797725406167,0.042333654648924364
task1/train/mouse002_task1_annotator1,99,99_0,0,16000,16023,24,4.097200289911637,3.420214538805675,2.9686440156522025,0.04802478144517299
task1/train/mouse002_task1_annotator1,100,100_0,0,16240,16261,22,5.724476026358013,2.562202844878812,2.8972851230336736,0.04489489724056592
task1/train/mouse002_task1_annotator1,101,101_0,0,16653,16771,119,7.158535054995,3.539425761141086,2.8440579431404283,0.0465385963007965
task1/train/mouse002_task1_annotator1,102,102_0,0,17576,17640,65,3.587340063049809,2.225979820603752,2.855615977893378,0.035385527539973476
task1/train/mouse002_task1_annotator1,103,103_0,0,17660,17784,125,6.172459108460455,2.708531678925524,2.905060372435526,0.04353371741951101
task1/train/mouse002_task1_annotator1,104,104_32,1,17821,17835,15,7.1345302592598605,7.978448042208021,2.9031765107726613,0.07926440331821046
task1/train/mouse002_task1_annotator1,105,105_33,1,17881,17885,5,23.51853827239208,16.986721089187533,3.1128986844873348,0.01621743260975341
task1/train/mouse002_task1_annotator1,106,106_34,1,17946,17972,27,7.0869414152897185,5.098082376375886,2.8521168526708163,0.053568766701374275
task1/train/mouse002_task1_annotator1,107,107_35,1,18024,18026,3,17.087376265988762,29.849440495803606,2.9649373986287877,0.13950638911031601
task1/train/mouse002_task1_annotator1,108,108_36,1,18070,18074,5,25.042368214003993,9.417612811931697,3.0011084886787294,0.04826298230612371
task1/train/mouse002_task1_annotator1,109,109_37,1,18143,18148,6,17.380140310072708,6.944455374000138,2.9485414808718127,0.1327723706280773
task1/train/mouse002_task1_annotator1,110,110_38,1,18322,18353,32,6.730771142755638,4.683507833579401,2.9595516134736295,0.045649956441320305
task1/train/mouse002_task1_annotator1,111,111_39,1,18438,18442,5,23.201847147397707,10.125681436269153,2.7643198572544527,0.09180310034123682
task1/train/mouse002_task1_annotator1,112,112_40,1,18630,18685,56,6.996078471655626,3.6212239741886356,2.9871215121504306,0.03823570637930784
task1/train/mouse002_task1_annotator1,113,113_41,1,18710,18713,4,30.869445834896222,20.62479805571952,3.0327229091279615,0.035255319198261525
task1/train/mouse002_task1_annotator1,114,114_42,1,18752,18758,7,18.103987485804645,12.992352037273665,3.027899703299428,0.04108818219173375
task1/train/mouse002_task1_annotator1,115,115_43,1,18798,18823,26,8.056775570174407,5.244051310610694,2.8296335812390145,0.046984714184597855
task1/train/mouse002_task1_annotator1,116,116_0,0,18856,18858,3,7.870827785665956,5.714114118308736,2.4315253717705043,0.046517550022744825
task1/train/mouse002_task1_annotator1,117,117_44,1,18870,18873,4,31.875741391013637,20.909380700026126,3.1049607866408757,0.01625153220401232
task1/train/mouse002_task1_annotator1,118,118_45,1,18926,18930,5,31.7033524573815,12.879275738138006,3.1143415272968156,0.00982528810269665
task1/train/mouse002_task1_annotator1,119,119_0,0,18988,19008,21,7.750453912502042,3.3485842908443835,3.0586942821343532,0.029649401689652792
task1/train/mouse002_task1_annotator1,120,120_0,0,19022,19037,16,6.799681844136485,3.2618745682443553,2.671813494207185,0.11381801491398622
task1/train/mouse002_task1_annotator1,121,121_0,0,19156,19161,6,4.642436823036856,2.287039643983705,2.976938888815726,0.059192930530597154
task1/train/mouse002_task1_annotator1,122,122_0,0,19228,19230,3,3.3255505549987086,2.2034450410276167,2.83506064799778,0.07176725669084627
task1/train/mouse003_task1_annotator1,0,0_0,0,6,92,87,4.778380274074461,3.552513895489732,2.880405649135217,0.03213959001109313
task1/train/mouse003_task1_annotator1,1,1_0,0,173,257,85,6.411037732084252,7.067209266029972,2.866976266052405,0.07490932183350409
task1/train/mouse003_task1_annotator1,2,2_0,0,345,386,42,8.653975440142197,4.563169655615552,3.0049893278281443,0.03508530220550189
task1/train/mouse003_task1_annotator1,3,3_0,0,469,652,184,4.945403877043787,3.2164057491601246,2.871064744610191,0.03485613460363686
task1/train/mouse003_task1_annotator1,4,4_0,0,729,780,52,5.320375949683613,5.097039108751432,2.9191447401904824,0.04648206267158392
task1/train/mouse003_task1_annotator1,5,5_0,0,894,906,13,7.509253621660674,4.195802109552924,2.656141530665401,0.04956716035886796
task1/train/mouse003_task1_annotator1,6,6_0,0,1021,1041,21,7.747968356291163,3.11778611650252,2.8892890200345906,0.0619796669142878
task1/train/mouse003_task1_annotator1,7,7_0,0,1303,1328,26,4.965043824371214,3.311424762845162,2.966929770650841,0.0493974924617691
task1/train/mouse003_task1_annotator1,8,8_0,0,1375,1444,70,6.450094796131877,5.336815275928415,2.9191002771345254,0.051244376247694366
task1/train/mouse003_task1_annotator1,9,9_0,0,1513,1519,7,3.4428268360714247,3.038775482512335,2.646299702070121,0.061017896215129826
task1/train/mouse003_task1_annotator1,10,10_0,0,1662,1673,12,5.11489135561316,2.087493417244101,2.584916397682713,0.06818988409842586
task1/train/mouse003_task1_annotator1,11,11_0,0,1708,1734,27,8.515199382048985,3.999581265332289,2.7849635258218988,0.05033259720445972
task1/train/mouse003_task1_annotator1,12,12_0,0,1752,1784,33,9.837773979453152,4.465517844820015,2.9975817891887013,0.04381623585112529
task1/train/mouse003_task1_annotator1,13,13_0,0,1899,1927,29,4.595906542028284,4.6337465943145855,2.8037590677991253,0.04062376865448397
task1/train/mouse003_task1_annotator1,14,14_0,0,1980,2009,30,8.895220277380718,7.101401198013417,2.952373517973198,0.04537422011346159
task1/train/mouse003_task1_annotator1,15,15_0,0,2383,2433,51,9.109350617996057,7.0654375231757,2.9347418929738445,0.1494252063091797
task1/train/mouse003_task1_annotator1,16,16_0,0,2663,2699,37,9.35204917911883,8.316688592388658,2.856563926464037,0.07729359932947787
task1/train/mouse003_task1_annotator1,17,17_0,0,2891,2918,28,10.148955176942161,4.913161679237466,2.8981507036941707,0.05406806277840643
task1/train/mouse003_task1_annotator1,18,18_0,0,3013,3041,29,5.143021974378753,7.446755334396073,3.0057885119227836,0.07631973739284603
task1/train/mouse003_task1_annotator1,19,19_0,0,3124,3151,28,5.133344383702188,3.1270755262434697,2.8572203841274693,0.031202676127974276
task1/train/mouse003_task1_annotator1,20,20_0,0,3703,3728,26,7.945355460281741,4.301937123078372,3.0111782420158515,0.0350540066124655
task1/train/mouse003_task1_annotator1,21,21_0,0,3812,3846,35,2.7260069254865336,3.170877944285561,3.055446331596526,0.03369579184516502
task1/train/mouse003_task1_annotator1,22,22_0,0,4410,4491,82,6.578691229166764,4.718066030791608,2.9931231992558067,0.047663687933738985
